,created_hr,set,favorite_count,retweet_count,influence_score,user_since,followers_count,listed_count,num_tags,num_media,num_symbols,num_urls,num_user_mentions,influence_interval,isVerified,isRetweeted,isReply,dotw
18216,12,3,61,7,3947.0000000000005,9,154154,942,0,0,0,1,0,4,0,1,0,6
19577,16,5,45,5,3940.875,9,154152,941,0,1,0,0,0,4,0,1,0,6
18192,12,3,1,0,3033.4500000000003,9,118893,811,0,0,0,0,1,4,1,0,1,6
18211,12,3,1,0,3033.4500000000003,9,118893,811,0,0,0,0,1,4,1,0,1,6
18207,12,3,1,0,3033.4500000000003,9,118893,811,0,0,0,0,1,4,1,0,1,6
18226,12,3,1,0,3033.4500000000003,9,118893,811,0,0,0,0,1,4,1,0,1,6
18224,12,3,0,0,3033.15,9,118893,811,0,0,0,0,1,4,1,0,1,6
18205,12,3,0,0,3033.15,9,118893,811,0,0,0,0,1,4,1,0,1,6
18208,12,3,0,0,3033.15,9,118893,811,0,0,0,0,1,4,1,0,1,6
18209,12,3,0,0,3033.15,9,118893,811,0,0,0,0,1,4,1,0,1,6
5653,12,3,0,0,2179.275,9,84441,910,0,0,0,1,0,0,0,0,0,3
17035,9,2,0,0,2178.275,9,84404,909,1,0,0,0,1,0,0,0,1,6
15890,18,6,9,3,1632.525,9,58125,2332,0,0,0,0,0,2,0,1,1,5
11567,16,5,7,2,1630.975,9,58120,2329,0,0,0,1,0,4,0,1,0,4
15882,18,6,0,0,1628.025,9,58125,2332,0,0,0,0,1,2,0,0,1,5
21824,12,3,0,0,1570.3500000000001,2,62613,67,0,0,0,0,1,1,0,0,1,7
19557,16,5,0,1,1417.275,11,51786,1627,0,0,0,1,0,4,0,1,0,6
24741,7,1,0,0,1416.8750000000002,11,51794,1627,3,0,0,1,0,3,0,0,0,1
24688,7,1,0,0,1416.8750000000002,11,51794,1627,7,0,0,1,0,3,0,0,0,1
17614,12,3,0,0,1416.725,11,51785,1628,2,0,0,1,0,0,0,0,0,6
12938,7,1,1,0,1288.1000000000001,2,51407,35,0,0,0,0,1,4,0,0,1,5
12181,18,6,6,0,1285.95,2,51261,35,0,0,0,0,1,4,0,0,1,4
11514,16,5,1,0,1283.9750000000001,2,51242,35,0,0,0,0,1,4,0,0,1,4
10877,14,4,0,0,1283.4,2,51231,35,0,0,0,0,2,4,0,0,1,4
652,7,1,1,0,1272.25,2,50770,36,0,0,0,1,9,4,0,0,1,2
9543,9,2,0,0,1250.325,9,44718,1765,0,0,0,0,1,4,1,0,1,4
13766,12,3,1,0,1185.0,9,45219,723,1,1,0,0,1,1,0,0,0,5
13668,12,3,0,0,1184.7749999999999,9,45222,723,0,0,0,0,0,0,0,0,0,5
28104,18,6,6,1,1103.8000000000002,10,42988,356,0,1,0,1,0,3,1,1,0,1
27199,16,5,3,0,1102.3000000000002,10,42988,356,0,0,0,0,0,2,1,0,0,1
27296,16,5,1,0,1101.7,10,42988,356,0,0,0,0,0,2,1,0,0,1
27550,16,5,1,0,1101.7,10,42988,356,0,0,0,0,1,4,1,0,0,1
18901,14,4,469,71,1086.575,2,35711,140,1,0,0,0,0,4,1,1,0,6
14928,14,4,94,13,1023.825,1,38949,188,0,1,0,0,0,4,0,1,0,5
10192,12,3,294,11,996.425,2,35645,140,0,0,0,1,0,4,1,1,0,4
14536,14,4,1,0,988.125,1,38949,188,0,0,0,0,1,1,0,0,1,5
2654,14,4,1,1,982.9,1,38713,189,0,0,0,0,1,3,0,1,1,2
2729,14,4,1,0,982.3,1,38713,189,0,0,0,0,1,3,0,0,1,2
2641,14,4,1,0,982.3,1,38713,189,0,0,0,0,1,3,0,0,1,2
2738,14,4,1,0,982.3,1,38713,189,0,0,0,0,1,3,0,0,1,2
2655,14,4,1,0,982.3,1,38713,189,0,0,0,0,1,3,0,0,1,2
2657,14,4,1,0,982.3,1,38713,189,0,0,0,0,1,3,0,0,1,2
2670,14,4,1,0,982.3,1,38713,189,0,0,0,0,1,3,0,0,1,2
2672,14,4,1,0,982.3,1,38713,189,0,0,0,0,1,3,0,0,1,2
2681,14,4,1,0,982.3,1,38713,189,0,0,0,0,1,3,0,0,1,2
2659,14,4,1,0,982.3,1,38713,189,0,0,0,0,1,3,0,0,1,2
2744,14,4,1,0,982.3,1,38713,189,0,0,0,0,1,3,0,0,1,2
2677,14,4,0,0,982.0,1,38713,189,0,0,0,0,1,3,0,0,1,2
2663,14,4,0,0,982.0,1,38713,189,0,0,0,0,1,3,0,0,1,2
2648,14,4,0,0,982.0,1,38713,189,0,0,0,0,1,3,0,0,1,2
2683,14,4,0,0,982.0,1,38713,189,0,0,0,0,1,3,0,0,1,2
2712,14,4,0,0,982.0,1,38713,189,0,0,0,1,1,3,0,0,1,2
2719,14,4,0,0,982.0,1,38713,189,0,0,0,0,1,3,0,0,1,2
2676,14,4,0,0,982.0,1,38713,189,0,0,0,0,1,3,0,0,1,2
2717,14,4,0,0,982.0,1,38713,189,0,0,0,0,1,3,0,0,1,2
2665,14,4,0,0,982.0,1,38713,189,0,0,0,0,1,3,0,0,1,2
7553,16,5,155,26,962.325,2,35589,140,1,0,0,1,1,4,1,1,0,3
25766,12,3,1,0,918.0,10,33786,974,0,0,0,0,3,1,1,0,1,1
8842,7,1,1,0,912.6500000000001,3,35366,376,0,1,0,0,1,4,1,0,1,4
7560,16,5,4,0,912.1750000000002,3,35311,376,0,0,0,0,2,4,1,0,1,3
10246,12,3,9,0,904.325,2,35645,140,0,0,0,0,1,4,1,0,1,4
16146,18,6,3,2,900.9250000000001,3,35479,158,0,0,0,1,0,4,0,1,0,5
2781,14,4,6,0,900.925,2,35545,140,0,0,0,0,1,4,1,0,1,2
2830,14,4,5,0,900.625,2,35545,140,0,0,0,0,1,4,1,0,1,2
7584,16,5,0,0,900.225,2,35589,140,0,1,0,0,3,4,1,0,1,3
6944,14,4,0,0,900.125,2,35585,140,0,0,0,1,1,4,1,0,1,3
2833,14,4,1,0,899.425,2,35545,140,0,0,0,0,1,4,1,0,1,2
7673,18,6,0,0,886.35,9,34989,155,3,0,0,1,0,0,0,0,0,3
22207,12,3,10,8,834.9,6,32592,164,0,1,0,0,0,4,0,1,0,7
6253,12,3,0,0,694.725,6,26664,375,0,0,0,0,1,4,0,0,1,3
4061,18,6,0,0,694.45,6,26647,377,0,0,0,1,1,3,0,0,1,2
2758,14,4,18,0,685.575,10,25077,710,0,0,0,0,0,3,1,0,0,2
20915,7,1,41,0,636.875,0,24896,29,0,0,0,0,2,4,0,0,1,7
19501,16,5,0,0,574.5500000000001,8,22892,30,0,0,0,0,1,4,0,0,1,6
25567,9,2,151,3,573.425,7,20951,34,0,0,0,0,0,4,0,1,0,1
2700,14,4,1,0,546.15,10,21702,44,0,0,0,1,1,3,0,0,1,2
3162,16,5,0,0,545.875,10,21703,44,0,0,0,0,1,1,0,0,1,2
14936,14,4,5,4,539.025,5,21240,55,0,0,0,1,8,4,0,1,1,5
23780,18,6,0,0,536.6750000000001,5,21302,55,0,0,0,0,1,1,0,0,1,7
19474,16,5,1,0,536.35,5,21277,55,0,0,0,0,3,4,0,0,1,6
19777,18,6,4,2,536.25,5,21270,28,0,0,0,1,0,1,0,1,0,6
13602,9,2,2,1,536.1750000000001,5,21234,55,0,0,0,0,1,4,0,1,1,5
19508,16,5,0,0,536.0500000000001,5,21277,55,0,0,0,0,3,4,0,0,1,6
19556,16,5,0,0,536.0500000000001,5,21277,55,0,0,0,0,3,4,0,0,1,6
19563,16,5,0,0,536.0500000000001,5,21277,55,0,0,0,0,1,4,0,0,1,6
14218,12,3,2,0,535.625,5,21236,55,0,0,0,0,3,4,0,0,1,5
12118,18,6,2,0,535.45,5,21229,55,0,0,0,1,8,3,0,0,1,4
14906,14,4,1,0,535.425,5,21240,55,0,0,0,1,7,4,0,0,1,5
14162,12,3,0,0,535.025,5,21236,55,0,0,0,0,1,4,0,0,1,5
19811,18,6,1,0,534.15,5,21270,28,0,0,0,0,3,1,0,0,1,6
19668,18,6,0,0,533.875,5,21271,28,0,0,0,0,1,0,0,0,1,6
1277,9,2,1,0,486.75,9,17370,696,3,0,0,1,1,3,0,0,0,2
21923,12,3,0,0,479.0,10,18530,210,0,0,0,1,0,2,0,0,0,7
628,7,1,81,22,444.675,9,15129,386,1,1,0,0,1,4,0,1,0,2
509,7,1,0,0,439.52500000000003,8,16744,279,1,0,0,0,1,3,0,0,1,2
4479,7,1,1,0,424.62500000000006,5,16301,224,0,0,0,1,1,1,0,0,1,3
4511,7,1,1,0,424.62500000000006,5,16301,224,0,0,0,0,1,1,0,0,0,3
4542,7,1,0,0,424.32500000000005,5,16301,224,1,0,0,1,0,1,0,0,0,3
16879,7,1,9,1,420.17500000000007,8,16201,158,0,0,0,0,7,4,0,1,1,6
4920,7,1,1,0,416.00000000000006,8,16154,158,0,0,0,0,3,4,0,0,1,3
27447,16,5,8,0,401.3,7,15854,34,0,1,0,0,0,4,0,0,0,1
8175,18,6,3,1,400.475,7,15857,34,0,0,0,1,0,4,0,1,0,3
9261,9,2,5,0,400.37500000000006,7,15853,34,0,0,0,1,0,2,0,0,1,4
9366,9,2,3,1,400.37500000000006,7,15853,34,0,0,0,1,0,3,0,1,1,4
27356,16,5,2,0,399.50000000000006,7,15854,34,0,0,0,0,0,3,0,0,0,1
27469,16,5,2,0,399.50000000000006,7,15854,34,0,0,0,0,1,4,0,0,1,1
26102,12,3,2,0,395.7750000000001,10,15453,118,0,0,0,0,4,3,0,0,1,1
23962,18,6,0,0,393.6,9,15570,58,0,0,0,0,1,2,0,0,1,7
26510,14,4,0,0,393.55000000000007,9,15568,58,0,0,0,0,0,1,0,0,0,1
16503,7,1,2,3,375.825,7,14907,10,0,0,0,1,0,1,0,1,0,6
16826,7,1,2,1,374.7,7,14910,10,0,0,0,1,0,4,0,1,0,6
7387,16,5,0,1,374.00000000000006,7,14906,10,0,0,0,1,0,3,0,1,0,3
16173,18,6,0,0,373.975,10,14017,314,1,0,0,1,0,4,0,0,0,5
15794,18,6,0,0,373.975,10,14017,314,0,0,0,1,0,1,0,0,0,5
6005,12,3,1,0,373.675,7,14905,10,0,0,0,1,0,2,0,0,0,3
11444,16,5,0,0,373.625,7,14915,10,0,0,0,1,0,3,0,0,0,4
26121,12,3,0,0,373.57500000000005,7,14913,10,0,0,0,1,0,4,0,0,0,1
7059,16,5,0,0,373.40000000000003,7,14906,10,0,0,0,0,0,0,0,0,0,3
25492,9,2,7,2,370.80000000000007,9,13626,358,0,0,0,1,0,4,0,1,0,1
3499,16,5,2,0,370.1,7,14564,72,0,0,0,0,2,4,0,0,1,2
15348,16,5,2,0,367.27500000000003,9,11964,901,0,0,0,1,0,3,0,0,0,5
6834,14,4,20,6,359.20000000000005,10,13792,64,0,0,0,2,2,4,0,1,0,3
4228,18,6,21,2,356.65000000000003,10,13774,64,0,0,0,0,0,4,0,1,0,2
26848,14,4,5,4,352.6,6,13846,34,0,0,0,0,0,4,0,1,0,1
22227,12,3,12,4,350.95,2,13777,7,0,1,0,0,0,4,0,1,0,7
3601,16,5,2,0,349.75000000000006,10,13774,64,0,0,0,0,1,4,0,0,0,2
8269,18,6,2,1,349.70000000000005,6,13838,34,0,0,0,0,0,4,0,1,0,3
26508,14,4,0,1,349.32500000000005,6,13847,34,0,0,0,0,0,1,0,1,0,1
8183,18,6,0,1,349.1000000000001,6,13838,34,0,0,0,0,0,4,0,1,0,3
23553,16,5,1,0,348.92500000000007,6,13843,34,0,0,0,0,0,4,0,0,0,7
5155,9,2,0,1,348.9000000000001,6,13833,33,0,0,0,0,0,1,0,1,0,3
17487,9,2,0,0,348.725,6,13847,34,0,0,0,0,0,4,0,0,0,6
9436,9,2,0,0,348.65000000000003,6,13844,34,0,0,0,0,0,3,0,0,0,4
22306,14,4,0,0,348.65000000000003,6,13844,34,0,0,0,0,0,0,0,0,0,7
7906,18,6,0,0,348.50000000000006,6,13838,34,0,0,0,0,0,2,0,0,0,3
20898,7,1,84,18,342.20000000000005,4,12236,4,0,0,0,0,0,4,0,1,0,7
7537,16,5,0,0,335.725,8,11920,503,0,0,0,0,2,4,0,0,1,3
641,7,1,218,54,334.67499999999995,10,8485,330,0,0,0,1,2,4,1,1,0,2
13512,9,2,11,4,319.34999999999997,7,12225,107,0,1,0,0,0,4,0,1,0,5
24678,7,1,6,2,315.90000000000003,2,12468,16,0,0,0,1,1,3,0,1,1,1
25521,9,2,6,1,315.3,2,12468,16,0,0,0,1,0,4,0,1,0,1
18828,14,4,8,0,315.25,2,12466,16,0,0,0,0,3,4,0,0,1,6
4470,7,1,7,1,315.125,2,12449,16,0,0,0,1,1,1,0,1,1,3
19485,16,5,3,1,315.075,9,11832,237,2,0,0,1,0,4,0,1,1,6
11517,16,5,3,2,314.82500000000005,2,12461,16,0,0,0,0,1,4,0,1,1,4
9815,12,3,5,1,314.75000000000006,2,12458,16,0,0,0,0,1,1,0,1,1,4
16798,7,1,1,2,314.40000000000003,2,12468,16,0,0,0,0,2,3,0,1,1,6
18723,14,4,5,0,314.35,2,12466,16,0,0,0,1,1,3,0,0,1,6
15186,16,5,3,1,314.3,2,12464,16,0,0,0,1,1,1,0,1,1,5
27714,18,6,2,1,314.15,2,12470,16,0,0,0,1,4,1,0,1,1,1
17837,12,3,4,0,314.1,2,12468,16,0,0,0,0,1,1,0,0,1,6
16778,7,1,3,0,313.8,2,12468,16,0,0,0,0,3,3,0,0,1,6
6628,14,4,2,1,313.725,2,12453,16,0,0,0,1,0,2,0,1,0,3
13938,12,3,3,0,313.72499999999997,2,12465,16,0,0,0,1,3,2,0,0,1,5
15201,16,5,3,0,313.7,2,12464,16,0,0,0,0,1,1,0,0,1,5
26722,14,4,0,0,313.59999999999997,9,11833,237,0,0,0,1,2,3,0,0,1,1
22184,12,3,0,0,313.575,11,11352,397,1,0,0,1,0,4,0,0,0,7
16883,7,1,1,0,313.4,11,11333,397,0,0,0,1,3,4,0,0,1,6
4881,7,1,1,1,313.375,2,12451,16,0,0,0,0,2,4,0,1,1,3
23442,16,5,1,0,313.27500000000003,2,12471,16,0,0,0,0,1,3,0,0,1,7
17291,9,2,1,0,313.20000000000005,2,12468,16,0,0,0,0,1,2,0,0,1,6
16742,7,1,1,0,313.20000000000005,2,12468,16,0,0,0,0,2,3,0,0,1,6
11487,16,5,1,0,313.02500000000003,2,12461,16,0,0,0,1,2,4,0,0,1,4
3152,16,5,2,0,313.00000000000006,2,12448,16,0,0,0,1,2,1,0,0,1,2
18389,14,4,0,0,312.90000000000003,2,12468,16,0,0,0,0,1,0,0,0,1,6
17232,9,2,0,0,312.90000000000003,2,12468,16,0,0,0,0,2,2,0,0,1,6
25265,9,2,0,0,312.90000000000003,2,12468,16,0,0,0,0,2,2,0,0,1,1
18287,14,4,0,0,312.90000000000003,2,12468,16,0,0,0,1,2,0,0,0,1,6
24668,7,1,0,0,312.90000000000003,2,12468,16,0,0,0,1,4,3,0,0,1,1
6052,12,3,1,0,312.82500000000005,2,12453,16,0,0,0,1,2,3,0,0,1,3
3524,16,5,1,0,312.75,2,12450,16,0,0,0,0,2,4,0,0,1,2
11594,16,5,0,0,312.725,2,12461,16,0,0,0,1,1,4,0,0,1,4
9646,12,3,0,0,312.65000000000003,2,12458,16,0,0,0,1,1,0,0,0,1,4
6156,12,3,0,0,312.52500000000003,2,12453,16,0,0,0,0,1,3,0,0,1,3
6610,14,4,0,0,312.52500000000003,2,12453,16,0,0,0,1,1,2,0,0,1,3
3498,16,5,0,0,312.45,2,12450,16,0,1,0,0,2,4,0,0,1,2
6905,14,4,4,5,303.075,8,10725,410,0,0,0,1,0,4,1,1,0,3
5163,9,2,0,0,294.90000000000003,9,11544,84,0,0,0,0,1,1,0,0,1,3
23361,16,5,3,1,290.82500000000005,8,11456,39,0,0,0,1,1,3,0,1,0,7
3507,16,5,11,2,279.85,3,10735,93,0,0,0,1,8,4,0,1,1,2
20202,18,6,124,8,278.9,8,9278,66,0,0,0,1,0,4,0,1,0,6
20250,18,6,139,34,270.82500000000005,2,8220,43,1,0,0,1,0,4,0,1,0,6
4195,18,6,2,1,270.35,10,9677,363,1,0,0,1,0,4,0,1,1,2
11100,16,5,3,3,270.09999999999997,9,10660,12,0,0,0,1,1,1,0,1,0,4
4029,18,6,0,0,269.15000000000003,10,9677,363,0,0,0,1,0,2,0,0,1,2
22878,14,4,95,3,268.725,5,9432,35,0,1,0,0,0,4,0,1,0,7
18804,14,4,1,1,268.375,9,10660,13,0,0,0,0,1,4,0,1,1,6
27052,16,5,1,0,268.12500000000006,9,10674,13,0,0,0,1,2,1,0,0,1,1
27283,16,5,1,0,268.12500000000006,9,10674,13,0,0,0,1,2,2,0,0,1,1
3511,16,5,0,1,267.975,9,10659,12,0,0,0,1,1,4,0,1,1,2
18817,14,4,1,0,267.77500000000003,9,10660,13,0,0,0,0,1,4,0,0,1,6
3590,16,5,1,0,267.675,9,10659,12,0,0,0,1,1,4,0,0,1,2
10979,16,5,0,0,267.425,9,10661,12,0,0,0,1,2,0,0,0,1,4
17510,9,2,1,0,264.30000000000007,3,10551,3,0,0,0,0,1,4,0,0,1,6
17578,9,2,0,0,264.00000000000006,3,10551,3,0,0,0,1,8,4,0,0,1,6
15532,16,5,1,0,263.17500000000007,3,10506,3,0,0,0,0,2,4,0,0,1,5
9361,9,2,7,1,263.125,9,9460,319,0,0,0,1,0,3,1,1,0,4
9886,12,3,1,0,260.725,9,9460,319,0,0,0,0,1,1,1,0,1,4
13364,9,2,0,0,260.40000000000003,9,9459,319,0,0,0,0,1,3,1,0,1,5
23178,16,5,0,0,260.3,8,10409,1,0,0,0,0,1,1,0,0,1,7
12173,18,6,1,0,259.575,4,9975,132,0,0,0,1,9,4,0,0,1,4
15244,16,5,5,3,259.375,6,10240,1,0,1,0,1,0,2,0,1,0,5
24870,7,1,9,7,255.97500000000002,8,8886,359,1,0,0,1,0,4,0,1,0,1
12890,7,1,2,2,250.4,8,8876,356,0,0,0,1,1,4,0,1,0,5
20848,7,1,1,1,249.675,8,8883,356,0,0,0,0,2,4,0,1,1,7
24844,7,1,1,0,249.37500000000003,8,8886,359,0,0,0,1,1,4,0,0,1,1
20900,7,1,2,0,249.375,8,8883,356,0,0,0,1,0,4,0,0,0,7
13584,9,2,2,0,249.225,8,8877,356,0,0,0,1,8,4,0,0,1,5
12889,7,1,2,0,249.2,8,8876,356,0,0,0,0,2,4,0,0,1,5
12913,7,1,2,0,249.2,8,8876,356,0,0,0,1,8,4,0,0,1,5
24884,7,1,0,0,249.07500000000002,8,8886,359,4,0,0,1,1,4,0,0,0,1
24853,7,1,0,0,249.07500000000002,8,8886,359,0,0,0,1,0,4,0,0,0,1
24831,7,1,0,0,249.07500000000002,8,8886,359,0,0,0,0,1,4,0,0,1,1
20882,7,1,0,0,248.775,8,8883,356,0,0,0,1,1,4,0,0,0,7
18244,12,3,0,0,248.6,8,8876,356,0,0,0,0,1,4,0,0,1,6
12898,7,1,0,0,248.6,8,8876,356,0,0,0,1,0,4,0,0,0,5
22851,14,4,31,6,234.22500000000002,6,8793,20,0,0,0,1,0,4,0,1,0,7
3578,16,5,0,0,205.95,7,8205,11,0,0,0,1,0,4,0,0,0,2
23423,16,5,3,2,200.20000000000002,9,7924,0,0,0,0,1,9,3,0,1,1,7
23579,16,5,0,0,198.10000000000002,9,7924,0,0,0,0,0,1,4,0,0,1,7
26475,14,4,10,1,197.775,4,7344,141,1,1,0,0,0,1,0,1,0,1
21528,9,2,1,0,196.75000000000003,3,7858,0,0,0,0,1,0,4,0,0,0,7
20814,7,1,1,0,196.05,3,7830,0,0,0,0,0,3,4,0,0,1,7
8807,7,1,3,0,195.25000000000003,4,7354,140,0,0,0,1,0,3,0,0,0,4
26845,14,4,3,0,195.0,4,7341,141,0,0,0,1,0,4,0,0,0,1
16635,7,1,2,0,194.79999999999998,4,7345,141,0,0,0,0,0,2,0,0,0,6
2031,12,3,0,0,194.35000000000002,7,7579,65,0,0,0,1,0,3,0,0,0,2
22528,14,4,0,0,194.35,4,7351,141,0,0,0,0,0,2,0,0,0,7
7942,18,6,0,0,194.3,7,7577,65,0,0,0,1,3,2,0,0,1,3
7600,16,5,26,0,191.12500000000003,6,7237,32,0,0,0,0,0,4,0,0,0,3
12028,18,6,4,0,186.125,4,6887,170,0,0,0,1,8,3,0,0,1,4
12166,18,6,1,0,185.22500000000002,4,6887,170,0,0,0,0,2,4,0,0,1,4
12023,18,6,0,0,184.925,4,6887,170,0,0,0,0,1,3,0,0,1,4
8278,18,6,1,0,169.87500000000003,8,6303,160,0,0,0,1,0,4,0,0,0,3
8246,18,6,0,0,169.57500000000002,8,6303,160,0,0,0,1,0,4,0,0,0,3
8216,18,6,0,0,169.57500000000002,8,6303,160,0,0,0,1,0,4,0,0,0,3
8345,7,1,0,0,168.60000000000002,6,6564,60,0,0,0,0,1,0,0,0,1,4
663,7,1,0,0,168.50000000000003,8,6254,162,0,0,0,0,2,4,0,0,1,2
24839,7,1,2,0,168.25000000000003,6,6634,24,0,0,0,1,0,4,0,0,0,1
10180,12,3,4,5,167.67499999999998,9,5981,186,0,0,0,1,0,4,0,1,0,4
22116,12,3,3,4,167.57500000000002,9,6010,187,0,0,0,1,6,3,0,1,1,7
24672,7,1,1,1,167.47500000000002,10,6213,150,0,0,0,1,0,3,0,1,0,1
28144,18,6,1,0,167.47500000000002,7,6633,18,0,0,0,1,0,4,0,0,0,1
21833,12,3,2,4,167.275,9,6010,187,1,0,0,1,5,1,0,1,1,7
28183,18,6,0,0,167.175,7,6633,18,0,0,0,1,0,4,0,0,0,1
28123,18,6,0,0,167.175,7,6633,18,0,0,0,1,0,4,0,0,0,1
17540,9,2,4,3,167.0,9,5999,187,0,0,0,1,0,4,0,1,0,6
21543,9,2,3,3,166.975,9,6010,187,0,0,0,1,4,4,0,1,1,7
21536,9,2,2,3,166.675,9,6010,187,0,0,0,1,2,4,0,1,0,7
26135,12,3,0,0,166.57500000000002,7,6609,18,0,0,0,1,1,4,0,0,1,1
26177,12,3,0,0,166.57500000000002,7,6609,18,0,0,0,1,0,4,0,0,0,1
26186,12,3,0,0,166.57500000000002,7,6609,18,0,0,0,1,0,4,0,0,0,1
7908,18,6,3,3,166.49999999999997,9,5994,186,0,0,0,1,0,2,0,1,0,3
23282,16,5,3,2,166.32500000000002,9,6008,187,0,0,0,0,1,2,0,1,1,7
13488,9,2,3,2,165.8,9,5987,187,0,0,0,1,2,4,0,1,1,5
12192,18,6,3,2,165.625,9,5983,186,0,0,0,1,2,4,0,1,1,4
4196,18,6,4,0,164.95,9,5992,186,0,0,0,1,5,4,0,0,1,2
23121,16,5,2,0,164.875,9,6010,187,1,0,0,0,0,1,0,0,0,7
21813,12,3,0,1,164.875,9,6010,187,0,0,0,0,5,1,0,1,1,7
1324,9,2,3,0,164.75,9,5996,186,0,0,0,1,2,4,0,0,1,2
5129,9,2,1,1,164.75,9,5996,186,0,0,0,1,2,1,0,1,1,3
4230,18,6,2,0,164.35,9,5992,186,0,0,0,0,1,4,0,0,1,2
13506,9,2,2,0,164.32500000000002,9,5988,187,0,0,0,0,3,4,0,0,1,5
23172,16,5,0,0,164.275,9,6010,187,0,0,0,0,1,1,0,0,1,7
23179,16,5,0,0,164.275,9,6010,187,0,0,0,0,1,1,0,0,1,7
14233,12,3,1,0,164.10000000000002,9,5991,187,0,0,0,1,1,4,0,0,1,5
14256,12,3,1,0,164.10000000000002,9,5991,187,0,0,0,1,1,4,0,0,1,5
3328,16,5,1,0,164.07500000000002,9,5993,186,0,0,0,1,1,2,0,0,1,2
27480,16,5,23,0,164.025,9,5859,142,0,1,0,0,0,4,1,0,0,1
17546,9,2,0,0,164.0,9,5999,187,0,0,0,0,1,4,0,0,1,6
13549,9,2,0,0,163.72500000000002,9,5988,187,0,0,0,1,2,4,0,0,1,5
12689,7,1,0,0,163.675,9,5986,187,0,0,0,1,7,3,0,0,1,5
12830,7,1,0,0,163.675,9,5986,187,0,0,0,1,7,4,0,0,1,5
12794,7,1,0,0,163.675,9,5986,187,0,0,0,1,7,3,0,0,1,5
12198,18,6,0,0,163.525,9,5983,186,0,0,0,0,1,4,0,0,1,4
26170,12,3,2,1,159.29999999999998,3,6315,3,0,0,0,0,3,4,0,1,1,1
24219,18,6,2,1,158.375,3,6278,3,1,0,0,0,3,4,0,1,1,7
24154,18,6,2,1,158.375,3,6278,3,0,0,0,0,2,4,0,1,1,7
10170,12,3,11,1,158.20000000000002,2,6100,24,2,0,0,1,0,4,0,1,0,4
22180,12,3,3,0,157.85000000000002,9,5852,142,0,0,0,0,0,4,1,0,0,7
24162,18,6,1,0,157.47500000000002,3,6278,3,0,0,0,0,2,4,0,0,1,7
4894,7,1,0,0,157.35,7,5694,200,1,0,0,1,0,4,0,0,0,3
6899,14,4,3,0,157.22500000000002,3,6241,4,1,0,0,0,1,4,0,0,1,3
24233,18,6,0,0,157.175,3,6278,3,0,0,0,1,1,4,0,0,1,7
24123,18,6,0,0,157.175,3,6278,3,0,0,0,0,1,4,0,0,1,7
18818,14,4,1,0,156.75000000000003,3,6249,3,0,0,0,0,3,4,0,0,1,6
14847,14,4,1,0,156.62500000000003,3,6244,3,0,0,0,1,2,4,0,0,1,5
13963,12,3,0,0,156.4,3,6247,3,1,0,0,0,2,2,0,0,1,5
6856,14,4,0,0,156.32500000000002,3,6241,4,0,1,0,0,1,4,0,0,1,3
5556,9,2,0,0,155.6,3,6215,3,0,0,0,1,1,4,0,0,1,3
20177,18,6,1,1,153.275,1,6077,6,0,0,0,1,0,4,0,1,0,6
20657,7,1,0,0,152.575,1,6085,6,0,0,0,0,1,2,0,0,1,7
14186,12,3,0,1,151.89999999999998,1,6034,6,0,0,0,0,2,4,0,1,1,5
14159,12,3,1,0,151.6,1,6034,6,0,0,0,0,1,4,0,0,1,5
13564,9,2,1,0,151.5,1,6030,6,0,0,0,1,0,4,0,0,0,5
15572,16,5,0,0,151.475,1,6041,6,0,0,0,0,1,4,0,0,1,5
15558,16,5,0,0,151.475,1,6041,6,0,0,0,0,1,4,0,0,1,5
15525,16,5,0,0,151.475,1,6041,6,0,0,0,0,1,4,0,0,1,5
15594,16,5,0,0,151.475,1,6041,6,0,0,0,1,2,4,0,0,0,5
14212,12,3,0,0,151.29999999999998,1,6034,6,0,0,0,1,4,4,0,0,1,5
14234,12,3,0,0,151.29999999999998,1,6034,6,0,0,0,1,0,4,0,0,0,5
13554,9,2,0,0,151.2,1,6030,6,0,0,0,1,0,4,0,0,0,5
13499,9,2,0,0,151.2,1,6030,6,0,0,0,1,0,4,0,0,0,5
13507,9,2,0,0,151.2,1,6030,6,0,0,0,1,0,4,0,0,0,5
10166,12,3,1,0,151.125,1,6015,6,0,0,0,0,1,4,0,0,1,4
10161,12,3,1,0,151.125,1,6015,6,0,0,0,1,0,4,0,0,0,4
10198,12,3,0,0,150.825,1,6015,6,0,0,0,1,0,4,0,0,0,4
3817,18,6,0,0,150.4,1,5998,6,0,0,0,1,3,1,0,0,1,2
19497,16,5,0,0,149.07500000000002,3,5933,10,0,0,0,1,1,4,0,0,1,6
26634,14,4,6,1,148.82500000000002,4,5800,19,0,0,0,0,2,2,0,1,1,1
18845,14,4,3,4,147.47500000000002,8,5218,183,0,0,0,1,1,4,0,1,0,6
13585,9,2,6,3,147.35,7,5144,202,0,0,0,1,0,4,0,1,0,5
19562,16,5,3,1,146.775,2,5811,0,2,0,0,1,0,4,0,1,0,6
16795,7,1,0,0,144.95000000000002,5,5567,77,1,0,0,1,1,3,0,0,0,6
15528,16,5,1,0,144.22500000000002,8,5712,15,0,0,0,1,3,4,0,0,1,5
8611,7,1,1,0,144.175,8,5710,15,0,0,0,1,2,2,0,0,1,4
19481,16,5,1,2,141.625,1,5590,5,0,0,0,0,0,4,0,1,0,6
